t1,t2,t3,t4,xr2,yr2,xr3,yr3,xr4,yr4,EAB
1.961,1.235,1.095,1.653,4.851,2.767,5.744,2.492,4.307,2.129,0.42 
1.595,1.038,1.566,1.615,4.605,2.699,3.469,2.445,4.501,1.978,0.65 
1.849,1.971,1.026,1.422,5.002,2.31,5.07,2.177,5.403,2.191,0.48 
1.43,1.955,1.649,1.55,3.103,1.746,3.68,2.75,3.449,2.854,0.45 
1.215,1.021,1.924,1.102,6.019,2.013,3.671,2.334,6.097,2.465,0.45 
1.604,1.097,1.745,1.171,3.095,2.736,4.904,2.88,3.275,2.344,0.52 
1.279,1.983,1.724,1.192,4.671,2.673,3.694,1.519,5.532,2.401,0.65 
1.028,1.8,1.123,1.327,4.543,2.559,3.791,2.7,6.286,2.485,0.43 
1.449,1.681,1.32,1.417,4.806,1.862,6.259,2.945,6.366,2.983,0.18 
1.423,1.329,1.22,1.52,5.817,2.365,4.158,2.29,3.233,1.58,0.46 
1.802,1.34,1.155,1.587,5.256,2.908,5.054,2.664,3.46,2.72,0.42 
1.473,1.031,1.289,1.602,3.862,2.288,5.361,2.838,6.024,2.572,0.40 
1.452,1.115,1.77,1.567,4.086,2.869,4.399,1.769,3.877,2.864,0.71 
1.506,1.923,1.771,1.274,3.311,2.669,4.703,2.986,3.735,1.528,0.43 
1.71,1.24,1.474,1.888,3.088,2.698,4.595,2.172,4.371,2.793,0.61 
1.856,1.233,1.799,1.198,5.346,2.81,3.038,1.549,3.495,2.027,0.55 
1.434,1.589,1.794,1.039,5.204,2.489,4.094,1.757,4.785,1.724,0.59 
1.564,1.921,1.748,1.967,4.85,2.58,4.514,1.792,4.505,2.99,0.43 
1.494,1.922,1.847,1.956,6.293,2.502,3.285,2.439,4.527,2.676,0.57 
1.569,1.724,1.236,1.752,5.147,2.398,3.115,2.673,3.762,2.762,0.73 
1.733,1.61,1.31,1.751,5.419,2.871,3.451,1.949,4.551,1.866,0.61 
1.056,1.75,1.463,1.874,5.376,2.4,6.413,2.233,4.283,2.976,0.39 
1.359,1.102,1.129,1.211,3.577,1.681,3.195,2.374,4.017,2.939,0.45 
1.102,1.148,1.329,1.101,4.802,2.341,5.232,1.547,5.358,2.521,0.42 
1.145,1.932,1.626,1.089,4.534,2.326,3.36,1.75,3.537,1.728,0.70 
1.296,1.889,1.206,1.951,3.605,1.511,6.108,2.918,5.158,2.627,0.12 
1.37,1.54,1.167,1.731,5.202,2.821,5.276,1.769,4.204,1.95,0.58 
1.468,1.198,1.783,1.776,5.941,1.742,3.753,2.726,5.713,2.902,0.22 
1.884,1.684,1.045,1.063,3.217,1.995,6.352,2.382,3.797,1.512,0.29 
1.199,1.647,1.895,1.904,4.837,2.268,3.418,2.61,5.087,1.831,0.75 
1.223,1.734,1.723,1.469,5.648,2.735,5.817,2.85,3.858,2.355,0.37 
1.259,1.466,1.732,1.639,3.688,1.512,5.337,1.901,5.271,2.566,0.12 
1.163,1.623,1.111,1.594,3.505,2.195,3.663,2.539,4.55,1.501,0.65 
1.638,1.078,1.342,1.377,4.943,2.085,5.184,2.481,3.109,1.528,0.42 
1.636,1.734,1.023,1.604,4.464,1.658,5.586,1.514,4.469,2.733,0.57 
1.317,1.414,1.828,1.635,3.239,2.545,3.189,2.49,3.293,2.636,0.63 
1.398,1.515,1.467,1.927,4.496,1.956,6.464,1.712,3.341,2.068,0.52 
1.437,1.014,1.15,1.27,4.547,2.21,5.869,2.552,3.234,1.698,0.29 
1.371,1.086,1.938,1.016,4.802,2.13,3.672,2.761,3.758,2.953,0.60 
1.036,1.47,1.941,1.667,3.636,2.585,6.009,2.434,6.344,1.774,0.17 
1.047,1.639,1.348,1.161,3.735,1.748,5.793,2.219,6.395,2.364,0.19 
1.981,1.224,1.231,1.181,4.382,1.679,5.347,2.828,3.035,2.54,0.35 
1.88,1.894,1.78,1.878,3.643,2.059,4,1.807,5.366,2.205,0.63 
1.289,1.256,1.498,1.607,4.73,2.278,6.117,2.163,3.976,1.963,0.45 
1.059,1.411,1.69,1.912,4.276,1.892,4.673,2.407,6.147,2.206,0.27 
1.456,1.703,1.948,1.972,6.355,1.961,4.375,1.617,5.414,2.835,0.27 
1.57,1.016,1.733,1.383,5.211,2.984,3.044,2.888,6.237,1.727,0.53 
1.978,1.929,1.432,1.418,5.82,2.41,5.779,2.266,6.089,2.454,0.32 
1.961,1.146,1.87,1.1,6.441,2.657,3.41,2.052,6.475,2.64,0.43 
1.71,1.079,1.892,1.46,6.276,2.801,5.755,1.529,4.562,1.503,0.43 
1.702,1.377,1.897,1.59,5.07,2.011,4.221,2.248,3.689,1.718,0.68 
1.21,1.658,1.771,1.411,6.494,2.842,3.704,2.835,5.483,2.924,0.47 
1.564,1.929,1.07,1.854,5.265,1.553,4.584,1.944,4.604,2.198,0.65 
1.745,1.15,1.267,1.234,6.293,2.732,3.686,2.18,5.608,2.339,0.42 
1.908,1.414,1.969,1.397,4.412,1.949,6.477,2.819,4.665,2.938,0.27 
1.095,1.222,1.844,1.625,6.144,1.614,4.745,1.506,5.605,2.301,0.51 
1.296,1.625,1.264,1.552,4.123,2.8,6.23,2.154,3.212,2.343,0.50 
1.827,1.542,1.917,1.593,5.004,2.788,3.3,2.062,4.451,2.441,0.71 
1.336,1.638,1.541,1.64,5.532,2.128,5.557,2.085,5.677,2.49,0.39 
1.178,1.729,1.107,1.328,5.68,1.76,3.776,2.18,4.967,2.29,0.53 
1.156,1.004,1.833,1.981,6.05,2.992,4.199,1.999,3.713,2.598,0.70 
1.226,1.494,1.968,1.621,3.762,2.902,3.886,2.12,4.78,1.831,0.76 
1.421,1.329,1.028,1.311,5.991,2.9,4.464,2.636,6.442,1.802,0.30 
1.483,1.467,1.609,1.648,4.426,1.787,3.259,2.937,4.769,2.082,0.66 
1.298,1.997,1.801,1.616,3.751,2.447,3.715,1.683,5.233,1.865,0.67 
1.58,1.774,1.097,1.367,4.661,2.985,5.303,2.002,5.786,2.749,0.41 
1.276,1.351,1.219,1.914,5.462,2.84,5.107,1.908,4.693,2.784,0.58 
1.194,1.875,1.067,1.328,6.201,2.863,5.005,2.137,4.699,2.248,0.35 
1.24,1.074,1.699,1.038,3.285,1.745,5.111,2.635,5.774,2.932,0.31 
1.88,1.705,1.426,1.172,3.721,2.703,6.076,2.506,6.057,1.649,0.33 
1.716,1.093,1.448,1.927,4.271,2.12,5.633,1.607,3.692,2.681,0.64 
1.952,1.641,1.576,1.601,3.093,2.672,4.112,1.705,4.422,2.826,0.66 
1.691,1.747,1.056,1.466,4.456,2.951,5.76,2.027,5.56,2.164,0.52 
1.086,1.333,1.043,1.102,3.744,2.934,3.691,2.208,6.162,2.376,0.39 
1.9,1.536,1.401,1.409,4.121,1.58,3.45,2.33,4.418,2.605,0.64 
1.783,1.926,1.94,1.198,3.416,2.975,6.098,1.605,3.76,1.59,0.62 
1.013,1.202,1.508,1.415,4.375,2.027,4.189,2.486,5.576,1.885,0.52 
1.365,1.707,1.147,1.521,4.874,2.912,4.063,1.784,6.423,2.53,0.40 
1.6,1.446,1.537,1.718,4.001,1.987,3.935,2.866,3.449,2.766,0.73 
1.648,1.709,1.633,1.474,5.86,2.348,4.222,2.005,5.055,1.51,0.58 
1.301,1.049,1.539,1.484,3.217,2.432,6.38,2.49,4.794,1.949,0.35 
1.954,1.293,1.815,1.777,4.336,2.065,5.198,2.511,3.373,2.52,0.52 
1.097,1.686,1.144,1.36,5.29,1.972,3.332,2.682,3.534,2.38,0.65 
1.62,1.261,1.372,1.663,3.821,2.606,4.484,2.623,3.725,1.899,0.64 
1.09,1.204,1.843,1.266,5.166,1.911,6.265,1.949,3.082,1.99,0.35 
1.649,1.506,1.399,1.022,5.359,2.033,4.047,1.966,5.904,2.802,0.50 
1.7,1.662,1.008,1.959,5.04,2.166,5.333,1.607,5.343,2.769,0.37 
1.682,1.745,1.334,1.258,5.924,1.923,3.825,2.269,5.5,1.747,0.52 
1.685,1.892,1.314,1.383,4.044,1.967,3.397,1.981,6.306,2.371,0.37 
1.917,1.37,1.544,1.153,3.798,2.88,5.54,1.901,4.598,2.81,0.53 
1.89,1.887,1.719,1.36,5.456,2.016,4.854,2.693,4.915,1.649,0.41 
1.157,1.934,1.983,1.513,6.234,1.632,5.501,1.564,3.853,1.74,0.57 
1.124,1.774,1.656,1.642,6.131,2.524,5.323,1.867,5.617,2.312,0.44 
1.632,1.309,1.834,1.876,4.933,2.488,5.811,2.817,6.254,1.567,0.38 
1.09,1.672,1.595,1.847,4.55,2.793,5.488,1.769,3.786,2.605,0.70 
1.753,1.062,1.527,1.072,5.649,2.718,5.158,2.856,5.114,1.973,0.34 
1.753,1.204,1.627,1.328,6.17,2.776,4.129,2.201,4.423,2.709,0.44 
1.446,1.049,1.059,1.901,3.957,2.142,5.61,1.715,4.09,2.994,0.52 
1.061,1.946,1.234,1.492,6.499,1.78,4.158,2.682,3.811,2.253,0.52 
1.244,1.795,1.001,1.726,3.985,2.49,3.583,2.817,3.272,2.843,0.72 
1.436,1.606,1.895,1.608,4.06,2.227,4.187,2.221,5.556,1.639,0.67 
1.769,1.658,1.113,1.254,3.659,1.803,4.904,2.042,6.145,1.893,0.50 
1.918,1.192,1.687,1.629,6.177,1.661,5.946,2.723,4.166,1.586,0.37 
1.77,1.332,1.972,1.287,4.751,1.955,4.149,1.734,5.966,1.635,0.60 
1.391,1.978,1.532,1.068,6.238,1.911,3.076,1.832,4.115,2.057,0.52 
1.386,1.706,1.511,1.723,6.287,1.564,3.163,2.823,6.36,1.631,0.39 
1.779,1.518,1.26,1.449,3.881,2.083,6.116,2.245,4.041,2.517,0.40 
1.76,1.622,1.878,1.595,4.602,2.861,5.448,2.479,3.166,2.792,0.53 
1.638,1.521,1.125,1.373,4.746,2.808,6.205,2.314,3.511,1.669,0.36 
1.696,1.548,1.533,1.421,4.098,1.797,5.334,2.976,3.353,1.999,0.37 
1.029,1.845,1.944,1.724,4.743,1.914,5.825,2.461,4.025,1.601,0.22 
1.484,1.715,1.973,1.649,5.991,1.945,3.104,2.174,4.531,2.876,0.45 
1.091,1.395,1.514,1.053,3.987,2.941,5.109,2.72,5.683,2.511,0.45 
1.573,1.736,1.998,1.481,3.603,1.99,5.503,2.819,3.871,2.271,0.08 
1.22,1.225,1.457,1.658,6.332,1.685,5.518,1.94,6.173,1.945,0.43 
1.231,1.237,1.922,1.855,3.998,1.857,4.286,2.04,5.468,2.714,0.26 
1.257,1.594,1.156,1.413,4.171,2.166,3.441,2.459,3.519,2.696,0.73 
1.857,1.553,1.651,1.867,6.492,2.767,4.249,2.765,3.946,2.94,0.57 
1.588,1.285,1.929,1.853,5.935,1.725,4.008,2.281,5.757,2.811,0.24 
1.106,1.983,1.999,1.41,3.357,2.776,5.895,2.433,4.368,1.73,0.12 
1.573,1.953,1.113,1.566,4.441,2.643,3.154,2.568,3.448,1.86,0.75 
1.465,1.675,1.19,1.32,3.249,2.093,3.673,2.203,3.72,1.649,0.61 
1.197,1.789,1.196,1.411,3.037,1.974,3.256,1.979,6.217,2.9,0.00 
1.459,1.641,1.921,1.802,6.16,1.713,6.448,2.57,4.54,2.966,0.34 
1.361,1.276,1.666,1.597,4.696,2.001,3.36,2.669,4.731,2.296,0.66 
1.129,1.953,1.907,1.422,3.954,2.178,4.631,1.563,3.473,2.802,0.53 
1.71,1.33,1.73,1.157,3.984,1.993,4.822,2.478,4.786,2.331,0.57 
1.935,1.641,1.309,1.444,5.257,2.5,6.146,1.942,4.316,1.798,0.44 
1.411,1.588,1.553,1.844,6.093,1.686,4.886,2.619,5.435,2.769,0.30 
1.761,1.328,1.956,1.791,4.778,1.553,6.14,1.575,5.328,1.87,0.42 
1.782,1.149,1.187,1.984,4.328,2.654,5.016,2.411,4.812,1.798,0.60 
1.149,1.129,1.764,1.423,4.336,1.97,5.629,1.909,3.366,1.822,0.52 
1.186,1.518,1.831,1.311,3.246,1.998,3.014,2.841,3.594,1.521,0.60 
1.442,1.859,1.252,1.392,5.654,2.349,3.48,2.711,3.148,2.881,0.63 
1.081,1.074,1.585,1.328,4.865,2.023,6.231,2.528,5.76,1.921,0.24 
1.985,1.059,1.579,1.381,5.2,1.819,3.421,2.994,4.176,2.446,0.56 
1.656,1.8,1.364,1.204,3.099,1.819,3.41,1.848,4.063,2.468,0.54 
1.032,1.891,1.986,1.983,5.647,2.75,5.983,1.816,6.124,1.596,0.48 
1.932,1.591,1.103,1.764,5.363,1.93,5.963,1.811,5.91,2.788,0.31 
1.528,1.423,1.069,1.519,4.221,2.664,6.059,2.352,5.237,1.658,0.42 
1.756,1.902,1.941,1.586,4.001,1.52,5.234,2.948,3.047,2.078,0.12 
1.411,1.336,1.773,1.676,4.006,1.642,4.502,2.429,5.04,1.876,0.58 
1.585,1.026,1.508,1.732,3.972,2.72,5.523,2.778,3.735,2.172,0.53 
1.606,1.592,1.527,1.726,4.989,2.775,5.414,1.935,3.401,1.986,0.64 
1.464,1.779,1.007,1.168,4.959,1.564,3.951,1.645,6.333,1.941,0.45 
1.342,1.081,1.417,1.637,3.402,1.948,4.08,2.782,3.739,2.234,0.59 
1.112,1.872,1.205,1.378,5.823,2.7,3.43,1.97,4.968,2.947,0.54 
1.974,1.792,1.808,1.832,5.146,1.513,3.691,1.839,5.44,1.645,0.56 
1.513,1.757,1.033,1.216,3.081,2.79,3.313,1.72,4.199,2.023,0.62 
1.956,1.529,1.313,1.894,4.859,2.147,6.294,2.002,3.761,2.076,0.47 
1.926,1.224,1.913,1.533,5.816,2.27,4.997,1.632,3.863,2.691,0.50 
1.111,1.704,1.535,1.987,6.407,2.936,5.631,2.844,3.282,2.368,0.44 
1.719,1.53,1.5,1.589,3.708,2.394,5.043,1.504,4.515,1.612,0.66 
1.872,1.253,1.459,1.282,4.865,2.986,4.297,1.986,5.187,2.126,0.55 
1.924,1.346,1.966,1.809,5.093,2.238,6.102,2.078,5.134,2.965,0.32 
1.643,1.181,1.931,1.166,5.767,1.608,5.885,1.639,3.943,2.432,0.49 
1.94,1.293,1.513,1.893,4.732,2.082,4.196,2.837,5.026,1.946,0.57 
1.929,1.788,1.104,1.511,5.18,2.373,4.539,1.97,6.152,2.044,0.48 
1.259,1.364,1.239,1.819,5.204,2.332,3.648,1.741,6.084,2.294,0.52 
1.401,1.099,1.277,1.797,6.402,1.584,3.085,2.729,5.638,1.863,0.47 
1.658,1.996,1.042,1.773,4.102,2.928,4.214,2.213,6.333,1.533,0.64 
1.552,1.533,1.018,1.354,3.822,2.463,5.177,2.288,4.557,2.729,0.54 
1.73,1.084,1.698,1.53,4.451,2.885,4.708,1.916,5.431,2.829,0.48 
1.089,1.331,1.992,1.516,6.249,2.594,5.6,2.04,4.086,1.836,0.50 
1.185,1.721,1.781,1.322,6.017,1.906,6.167,1.616,6.05,2.157,0.38 
1.738,1.794,1.385,1.965,5.746,1.93,4.683,2.311,5.469,2.808,0.32 
1.808,1.929,1.576,1.728,3.432,2.224,6.359,2.686,3.805,2.19,0.13 
1.591,1.841,1.343,1.043,6.279,2.902,4.477,2.206,4.5,2.754,0.40 
1.497,1.186,1.64,1.61,4.808,2.116,3.676,1.539,5.656,1.572,0.57 
1.676,1.938,1.324,1.321,4.21,1.926,5.622,1.582,6.199,2.814,0.19 
1.275,1.007,1.174,1.624,5.758,1.734,5.706,2.04,6.449,2.014,0.34 
1.892,1.909,1.774,1.191,3.455,2.363,4.577,2.539,4.264,2.526,0.51 
1.688,1.377,1.856,1.352,6.003,2.197,4.536,1.696,5.532,2.879,0.39 
1.974,1.682,1.031,1.787,6.327,1.724,3.133,2.631,4.576,2.049,0.47 
1.496,1.305,1.288,1.57,3.472,2.112,5.086,2.67,3.595,1.669,0.50 
1.633,1.479,1.865,1.989,3.382,2.662,5.387,2.695,5.801,2.522,0.14 
1.056,1.297,1.732,1.69,4.087,2.427,5.51,1.915,5.684,1.599,0.53 
1.535,1.503,1.553,1.81,4.805,2.058,3.586,1.984,5.908,1.641,0.63 
1.314,1.004,1.258,1.911,3.142,2.817,5.47,2.469,5.533,2.672,0.38 
1.282,1.631,1.912,1.94,3.635,1.741,5.03,2.022,3.621,1.717,0.50 
1.805,1.851,1,1.102,4.445,2.005,4.327,1.726,5.157,2.927,0.58 
1.034,1.169,1.177,1.731,4.376,2.639,3.436,2.353,4.126,1.783,0.70 
1.567,1.916,1.643,1.955,5.156,1.694,5.544,1.703,6.368,2.787,0.03 
1.941,1.176,1.138,1.399,3.787,1.913,6.458,2.1,5.065,1.533,0.39 
1.382,1.842,1.811,1.437,5.488,2.534,3.355,1.629,3.635,1.675,0.70 
1.039,1.405,1.454,1.731,4.909,2.866,5.259,2.519,3.619,2.157,0.59 
1.237,1.06,1.524,1.072,6.188,2.297,6.481,2.877,5.964,2.314,0.24 
1.765,1.384,1.521,1.075,3.612,1.67,4.832,1.96,4.23,1.851,0.52 
1.432,1.109,1.347,1.079,3.977,2.676,4.966,1.554,5.224,2.903,0.47 
1.746,1.674,1.841,1.895,4.216,2.724,4.473,2.401,4.754,2.555,0.63 
1.215,1.342,1.429,1.916,3.867,1.891,4.899,1.789,6.074,1.561,0.52 
1.019,1.828,1.253,1.665,3.486,2.667,5.089,2.501,3.588,1.727,0.57 
1.378,1.773,1.056,1.229,6.027,2.006,5.594,2.51,3.433,2.238,0.42 
1.342,1.089,1.972,1.403,3.039,2.366,6.256,2.31,5.587,2.178,0.30 
1.696,1.381,1.885,1.773,3.623,2.15,5.51,2.772,5.156,1.505,0.43 
1.748,1.357,1.819,1.6,3.469,1.904,3.202,2.089,6.286,1.786,0.54 
1.631,1.62,1.522,1.313,5.299,2.046,5.967,2.415,3.331,2.38,0.39 
1.995,1.449,1.552,1.848,5.229,1.885,6.14,2.392,5.759,2.125,0.36 
1.202,1.445,1.589,1.035,3.225,2.033,4.45,2.617,5.883,1.646,0.41 
1.082,1.195,1.711,1.931,4.576,2.088,4.618,2.842,3.635,2.305,0.64 
1.423,1.605,1.947,1.522,5.383,2.991,6.044,2.619,3.897,2.794,0.37 
1.466,1.394,1.877,1.677,6.112,2.774,4.304,2.262,5.579,2.076,0.49 
1.224,1.519,1.217,1.795,4.007,2.856,6.307,1.692,3.834,2.542,0.58 
1.16,1.162,1.753,1.331,5.237,2.689,6.394,2.104,3.29,2.987,0.35 
1.258,1.479,1.27,1.471,5.863,2.124,5.621,2.615,3.562,1.591,0.39 
1.348,1.699,1.975,1.756,4.041,2.07,4.543,2.319,3.797,1.652,0.66 
1.491,1.497,1.84,1.569,3.276,1.546,4.821,1.743,6.375,2.533,0.05 
1.683,1.022,1.059,1.22,3.445,1.679,6.011,2.113,3.617,2.916,0.35 
1,1.545,1.901,1.981,4.579,2.908,3.642,2.432,4.426,2.098,0.78 
1.929,1.675,1.383,1.063,3.635,1.69,4.932,2.254,4.562,1.97,0.54 
1.866,1.497,1.984,1.15,6.417,2.085,4.29,2.387,4.728,2.152,0.48 
1.086,1.958,1.621,1.024,4.585,1.956,5.383,1.843,5.241,2.209,0.55 
1.58,1.533,1.083,1.992,5.563,1.782,3.182,2.223,4.676,1.614,0.61 
1.679,1.71,1.533,1.504,3.71,2.954,4.678,2.741,5.566,2.884,0.28 
1.865,1.303,1.298,1.573,6.176,1.641,4.646,2.285,4.227,2.728,0.43 
1.341,1.166,1.508,1.553,3.461,2.968,3.05,2.546,3.789,2.344,0.75 
1.323,1.611,1.887,1.598,4.674,2.13,4.632,2.03,3.686,2.849,0.63 
1.366,1.928,1.778,1.854,4.891,2.79,6.154,2.821,5.885,1.911,0.41 
1.802,1.932,1.862,1.217,6.137,2.386,6.232,2.01,4.259,2.171,0.40 
1.382,1.58,1.703,1.501,3.503,1.505,6.055,2.974,5.818,2.187,0.27 
1.909,1.507,1.818,1.205,5.418,2.943,4.557,1.753,5.798,1.562,0.48 
1.792,1.973,1.034,1.824,5.416,2.133,5.125,1.969,5.492,2.347,0.43 
1.556,1.326,1.107,1.026,4.383,2.501,6.258,2.601,4.899,2.945,0.27 
1.157,1.72,1.559,1.08,3.16,1.698,5.519,2.293,4.929,1.697,0.32 
1.956,1.765,1.058,1.82,5.449,2.673,3.754,2.786,5.302,2.872,0.38 
1.158,1.921,1.048,1.252,6.126,2.508,4.159,2.348,3.473,2.07,0.42 
1.97,1.164,1.367,1.857,3.845,2.372,4.448,2.801,5.225,2.235,0.50 
1.305,1.662,1.881,1.771,5.491,2.692,3.39,1.683,5.571,2.825,0.25 
1.222,1.126,1.328,1.458,6.266,1.765,3.489,2.358,5.097,1.77,0.46 
1.05,1.31,1.295,1.419,3.645,2.803,3.73,2.255,5.419,2.029,0.55 
1.867,1.811,1.058,1.954,3.841,1.967,3.874,2.486,3.824,1.791,0.76 
1.451,1.138,1.631,1.204,5.431,1.514,6.392,1.622,3.53,1.594,0.31 
1.443,1.029,1.374,1.677,4.092,2.386,3.929,1.552,6.04,2.808,0.31 
1.054,1.31,1.499,1.49,3.239,2.226,5.999,1.752,5.011,2.925,0.25 
1.695,1.378,1.475,1.544,4.299,2.909,3.48,1.778,4.989,2.969,0.61 
1.139,1.759,1.265,1.16,3.75,2.121,4.654,2.365,3.607,2.877,0.53 
1.786,1.243,1.085,1.241,3.945,2.333,4.751,1.514,5.483,2.483,0.51 
1.995,1.997,1.771,1.085,5.878,1.955,3.297,2.481,6.294,2.071,0.39 
1.799,1.914,1.22,1.56,5.169,1.727,3.287,1.852,6.094,1.954,0.47 
1.377,1.361,1.683,1.702,5.705,2.148,5.024,1.6,4.485,2.351,0.61 
1.933,1.617,1.227,1.902,4.39,2.636,4.45,2.848,4.999,1.801,0.60 
1.798,1.771,1.386,1.962,4.467,2.465,3.777,1.673,6.133,2.451,0.25 
1.311,1.728,1.252,1.489,4.525,2.805,4.79,2.921,4.668,1.672,0.57 
1.818,1.479,1.819,1.431,4.366,2.327,3.583,2.805,3.28,1.645,0.70 
1.786,1.963,1.806,1.311,5.485,1.843,5.327,2.205,6.292,2.54,0.26 
1.978,1.888,1.173,1.841,3.279,2.558,3.272,2.841,3.359,2.453,0.81 
1.674,1.822,1.563,1.344,5.849,1.505,3.047,2.42,4.146,2.891,0.56 
1.554,1.942,1.84,1.857,4.644,2.61,5.832,2.779,5.779,2.672,0.09 
1.801,1.058,1.063,1.057,4.912,2.496,3.167,2.548,5.796,2.185,0.40 
1.753,1.122,1.536,1.343,4.572,1.566,4.83,2.66,3.106,2.303,0.51 
1.784,1.466,1.477,1.762,3.007,1.994,5.444,2.364,4.318,1.505,0.50 
1.549,1.6,1.985,1.913,3.996,2.966,3.574,1.871,3.874,2.155,0.80 
1.945,1.77,1.077,1.819,3.293,2.791,3.603,2.616,5.467,2.566,0.45 
1.781,1.547,1.098,1.053,4.384,1.75,5.434,2.034,5.832,1.678,0.45 
1.762,1.881,1.579,1.229,5.912,2.243,3.657,1.907,4.454,2.513,0.50 
1.686,1.168,1.018,1.576,3.325,2.874,6.487,2.389,4.171,2.831,0.41 
1.277,1.317,1.011,1.661,4.7,1.931,5.674,1.568,4.753,2.172,0.52 
1.525,1.45,1.973,1.717,4.532,1.883,5.922,2.357,5.524,2.009,0.42 
1.345,1.062,1.264,1.423,5.371,1.726,3.798,2.077,5.125,2.679,0.45 
1.443,1.2,1.311,1.625,6.06,2.5,5.871,2.701,6.295,2.352,0.35 
1.155,1.645,1.975,1.432,5.343,2.661,5.056,2.316,5.257,2.159,0.61 
1.241,1.365,1.654,1.554,5.784,1.522,5.579,1.95,4.1,2.968,0.50 
1.907,1.719,1.913,1.69,3.126,1.796,6.251,1.71,5.21,1.878,0.37 
1.194,1.189,1.55,1.518,5.432,2.564,3.6,2.02,4.383,1.866,0.60 
1.069,1.928,1.509,1.312,5.455,1.99,6.499,1.552,3.587,2.04,0.43 
1.59,1.232,1.543,1.701,3.226,2.466,5.93,1.695,3.49,2.152,0.58 
1.105,1.336,1.694,1.64,5.575,1.755,5.19,2.559,4.589,2.642,0.50 
1.135,1.783,1.07,1.398,5.427,2.888,4.75,2.385,4.757,2.788,0.52 
1.097,1.2,1.701,1.461,5.86,1.61,3.436,2.449,3.894,1.573,0.69 
1.879,1.687,1.083,1.776,4.816,2.906,6.21,1.854,3.405,2.443,0.48 
1.148,1.373,1.986,1.872,5.685,2.613,4.29,2.599,5.52,2.373,0.54 
1.834,1.141,1.808,1.22,5.438,2.643,5.413,1.814,3.791,2.261,0.45 
1.988,1.111,1.923,1.814,3.225,1.989,5.289,2.064,4.595,2.82,0.36 
1.919,1.465,1.54,1.571,3.122,2.253,4.529,2.074,4.803,1.562,0.62 
1.688,1.575,1.433,1.818,5.595,2.025,3.123,1.52,5.713,2.267,0.39 
1.408,1.399,1.89,1.005,4.598,2.271,3.709,2.66,6.466,2.302,0.48 
1.869,1.799,1.196,1.984,5.01,2.66,3.959,2.919,4.786,1.911,0.53 
1.521,1.941,1.387,1.869,5.25,1.665,4.722,1.579,5.03,2.812,0.22 
1.346,1.414,1.617,1.721,6.395,2.929,3.243,1.9,4.082,2.903,0.69 
1.325,1.271,1.832,1.221,4.798,2.602,5.978,2.147,5.108,2.636,0.45 
1.576,1.902,1.178,1.3,4.592,2.698,5.501,2.271,5.843,1.982,0.55 
1.601,1.786,1.33,1.385,5.462,1.753,4.383,2.554,5.653,2.001,0.55 
1.851,1.662,1.36,1.726,3.612,2.857,5.955,1.575,5.19,1.54,0.62 
1.824,1.772,1.378,1.283,5.4,2.659,3.658,2.593,5.815,2.717,0.38 
1.611,1.68,1.774,1.97,4.089,2.88,4.492,2.576,4.705,2.309,0.63 
1.925,1.757,1.951,1.831,5.475,1.978,6.092,1.711,4.986,1.561,0.51 
1.811,1.071,1.652,1.107,5.862,2.949,5.279,2.685,4.881,1.581,0.34 
1.975,1.064,1.953,1.186,3.633,2.144,4.855,2.323,4.574,2.436,0.58 
1.725,1.276,1.379,1.36,4.36,2.035,6.084,2.631,3.353,2.625,0.33 
1.468,1.602,1.976,1.111,5.455,1.737,6.328,1.544,3.298,2.35,0.45 
1.11,1.202,1.195,1.614,3.204,2.138,4.088,2.924,6.093,2.745,0.29 
1.344,1.428,1.745,1.257,4.172,2.621,5.101,1.769,4.063,1.521,0.59 
1.126,1.086,1.739,1.409,4.205,2.579,4.741,2.409,6.47,1.626,0.47 
1.406,1.099,1.171,1.631,4.19,1.631,4.067,2.275,3.205,1.641,0.60 
1.925,1.356,1.587,1.947,4.177,2.038,4.451,1.957,5.372,1.911,0.68 
1.304,1.364,1.415,1.033,6.418,2.875,5.792,2.257,4.643,2.115,0.29 
1.309,1.272,1.439,1.161,5.24,2.745,3.67,2.082,3.791,1.664,0.49 
1.725,1.212,1.863,1.747,4.959,1.926,4.567,2.983,5.259,1.8,0.42 
1.369,1.646,1.116,1.35,5.026,1.508,3.65,2.045,6.058,1.656,0.48 
1.954,1.812,1.428,1.267,4.449,1.97,3.326,1.98,4.531,2.556,0.68 
1.512,1.385,1.017,1.43,4.97,2.489,4.937,2.729,3.64,1.63,0.45 
1.461,1.381,1.08,1.33,6.086,2.699,4.348,2.925,5.719,2.652,0.34 
1.766,1.187,1.193,1.335,3.109,1.908,6.388,2.841,5.671,2.481,0.28 
1.671,1.502,1.007,1.056,3.171,2.488,4.915,2.664,5.67,1.826,0.43 
1.801,1.121,1.702,1.579,6.043,2.094,5.264,2.731,5.653,2.017,0.38 
1.567,1.931,1.324,1.454,4.174,2.673,6.348,1.536,3.507,1.535,0.57 
1.539,1.414,1.394,1.532,5.503,2.047,4.189,2.382,6.476,2.72,0.27 
1.29,1.422,1.72,1.094,5.151,1.954,4.594,2.912,4.28,2.707,0.50 
1.778,1.198,1.778,1.433,3.189,2.454,4.527,1.858,3.696,2.683,0.68 
1.393,1.603,1.966,1.214,3.039,2.737,5.779,1.629,5.855,2.535,0.24 
